Title,Equipment,Level,Type_Cardio,Type_Strength,BodyPart_Abdominals,BodyPart_Abductors,BodyPart_Adductors,BodyPart_Biceps,BodyPart_Calves,BodyPart_Chest,BodyPart_Forearms,BodyPart_Glutes,BodyPart_Hamstrings,BodyPart_Lats,BodyPart_Lower Back,BodyPart_Middle Back,BodyPart_Neck,BodyPart_Quadriceps,BodyPart_Shoulders,BodyPart_Traps,BodyPart_Triceps
Dumbbell renegade row,Dumbbell,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MetaBurn Bent-Over Row to Rear-Delt Raise,Dumbbell,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
FYR2 Bent-Over Reverse Fly,Dumbbell,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Weighted pull-up,Other,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Rocky Pull-Ups/Pulldowns,Other,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Gironda Sternum Chins,Other,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Floor rope climb,Other,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Overhead Lat,Other,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Around-the-world pull-up,Other,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
L-sit chin-up,Other,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Back Flyes - Gethin Variation,Other,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Incline straight-arm pull-over,Other,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Machine high row,Other,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
AM T-Bar Row,Other,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Assisted Single-Arm Pull-Up,Other,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Assisted Single-Arm Chin-Up,Other,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Holman Renegade Punch-Under,Other,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Holman Renegade Row to Split Jump,Other,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Holman Dirty Dog to Renegade Row,Other,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Holman Renegade Row to Side Punch to Forward Punch,Other,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Standing dumbbell knee crunch,Other,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Close-grip pull-down,Cable,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Shotgun row,Cable,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Close-Grip Front Lat Pulldown,Cable,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Straight-arm rope pull-down,Cable,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Lat pull-down,Cable,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Straight-Arm Pulldown,Cable,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Single-arm kneeling lat pull-down,Cable,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Elevated Cable Rows,Cable,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Full Range-Of-Motion Lat Pulldown,Cable,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Kneeling lat pull-down,Cable,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Behind-the-neck pull-down,Cable,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Straight-arm cable pull-over,Cable,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Cable Straight-Arm Pulldown - Gethin Variation,Cable,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Rope Lat Pull-down - Gethin Variation,Cable,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Straight-Arm Pull-Down - Gethin Variation,Cable,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
High-cable standing row,Cable,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Lat Pull-down - Gethin Variation,Cable,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Wide-Grip Lat Pull-Down - Gethin Variation,Cable,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Behind-The-Neck Pull-Down - Gethin Variation,Cable,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Single-Arm Cable Row - Gethin Variation,Cable,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Scapular Rows,Cable,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Standing V-Grip Cable Rows,Cable,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
AM Close-Grip Pull-Down,Cable,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
AM Wide-Grip Pull-Down,Cable,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
UP Lat Pull-Down,Cable,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Reverse-grip lat pull-down,Machine,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Machine seated row,Machine,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Machine-assisted pull-up,Machine,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Single-arm pull-down,Machine,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Chest-Supported Smith Machine Row - Gethin Variation,Machine,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Single-arm machine high row,Machine,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Machine Pull-Over - Gethin Variation,Machine,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Seated Machine Row - Gethin Variation,Machine,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Wide-Grip Machine Row,Machine,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
King Maker Lat Pull-Down,Machine,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Robertson Half-Kneeling Landmine Press,Machine,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Pullups,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Pull-up,Body Only,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Muscle Up,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Rope climb,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Wide-Grip Rear Pull-Up,Body Only,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Side To Side Chins,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Neutral-grip pull-up,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Kipping Muscle Up,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
One Arm Against Wall,Body Only,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
One Handed Hang,Body Only,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Standing side bend stretch,Body Only,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Burpee to pull-up,Body Only,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Negative pull-up,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Chin-Up,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HM Superman Lat Pull,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
AM Pull-Up,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
UP Chin-Up,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Holman Alternating Forward and Side Punch,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Jump to pull-up,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Bent-over scapular slide,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Iron cross stretch,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Total Fitness Standing Lat Stretch,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
King Maker Pull-Up,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Medicine ball slam,Medicine Ball,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Catch and Overhead Throw,Medicine Ball,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
FYR2 Bent-Over Medicine Ball Slam,Medicine Ball,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Dynamic Back Stretch,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Chair Lower Back Stretch,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Side-Lying Floor Stretch,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Band good morning-,Bands,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FYR2 Monster Banded Good Morning,Bands,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Band deadlift,Bands,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Lower back SMR,Foam Roll,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Barbell deficit deadlift,Barbell,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Deadlift with Bands,Barbell,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Deadlift with Chains,Barbell,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Rack Pull with Bands,Barbell,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Rack pull,Barbell,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Seated Good Mornings,Barbell,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Stiff Leg Barbell Good Morning,Barbell,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Reverse Band Deadlift,Barbell,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Paul Carter Romanian Deadlift,Barbell,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
TBS Good Morning,Barbell,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
TBS Romanian Deadlift,Barbell,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Barbell deadlift-,Barbell,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Deadlift - Gethin Variation,Barbell,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Barbell good morning,Barbell,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
UP Conventional Deadlift,Barbell,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30 Day Back Barbell Rack Pull,Barbell,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FYR Sumo Deadlift High Pull,Kettlebells,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Kettlebell deadlift,Kettlebells,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HM Kettlebell Swing,Kettlebells,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
KV Romanian Deadlift with Kettlebell,Kettlebells,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FYR2 Kettlebell Good Morning,Kettlebells,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FYR2 Kettlebell Romanian Deadlift,Kettlebells,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FYR2 Kettlebell Staggered-Stance Deadlift,Kettlebells,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Dumbbell Fix Dumbbell Deadlift,Dumbbell,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Dumbbell skier,Dumbbell,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
TBS Dumbbell Romanian Deadlift,Dumbbell,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Stiff-Legged Dumbbell Deadlift - Gethin Variation,Dumbbell,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
UNS Dumbbell Romanian Deadlift,Dumbbell,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Holman Slow Deadlift,Dumbbell,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Holman Deadlift to Overhead Press,Dumbbell,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Holman Staggered-Stance Deadlift,Dumbbell,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Holman Deadlift to Front Raise,Dumbbell,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Holman Deadlift to Chest Press,Dumbbell,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Holman Deadlift to Squat Thrust,Dumbbell,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Holman Deadlift to Biceps Curl,Dumbbell,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Dumbbell kickstand deadlift,Dumbbell,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Single-leg stiff-legged deadlift to row,Dumbbell,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FYR2 Dumbbell Deadlift,Dumbbell,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FYR2 Dumbbell Deadlift to Dumbbell Upright Row,Dumbbell,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Atlas Stones,Other,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Axle Deadlift,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Atlas Stone Trainer,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Partner Flat-Bench Back Extension,Other,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Keg Load,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Partner bench back extension,Other,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Rack Pull - Gethin Variation,Other,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Hex Bar Deadlift - Gethin Variation,Other,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Holman Deadlift,Other,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ACFT Low-handle trap bar deadlift,Other,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Neutral-grip lat pull-down,Cable,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Seated cable deadlift,Cable,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Cable stiff-legged deadlift,Cable,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Single-leg cable stiff-legged deadlift,Cable,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
UNS Banded Dumbbell Romanian Deadlift,Cable,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Seated Back Extension,Machine,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Back extension,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Hyperextensions With No Hyperextension Bench,Body Only,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Superman,Body Only,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Hug A Ball,Body Only,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Child's pose,Body Only,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pelvic Tilt Into Bridge,Body Only,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Hug Knees To Chest,Body Only,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pyramid,Body Only,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Partner Superman with alternating high-five,Body Only,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Yoga plex,Body Only,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
TBS Back Extension,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Lower Back Stretch - Yates Variation,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Hyperextension - Gethin Variation,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Back Extension - Gethin Variation,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HM Banana Stretch,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HM T-Spine Stretch on Wall,Body Only,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HM Child's Pose,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HM Cobra,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HM Cobra With Arm Retraction,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HM Dive-Bomber,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HM Downward-Facing Dog Pose,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HM Downward Dog To Left Leg Extension To Warrior Pose,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HM Downward Dog To Right Leg Extension To Warrior Pose,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HM Spine Twist,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HM Good Morning,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HM Rag Doll,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HM Upward-Facing Dog Pose,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Superman-,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Weighted back extension,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MetaBurn Alternating Superman,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MetaBurn Swimmer,Body Only,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Dancer's Stretch,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Cat Stretch,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Crossover Reverse Lunge,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Standing Pelvic Tilt,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Exercise ball weighted hyperextension,Exercise Ball,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Exercise ball rear delt fly,Exercise Ball,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Lying rear delt Y,Exercise Ball,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Partner Facing Feet-Elevated Side Plank With Band Row,Bands,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Partner side plank band row,Bands,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Band-assisted chin-up,Bands,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30 Back Band-Assisted Pull-Up,Bands,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30 Back Reverse-Grip Band-Assisted Pull-Up,Bands,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Band bent-over row,Bands,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Heavy band bent-over row,Bands,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Reverse-grip bent-over row,Barbell,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
One-Arm Long Bar Row,Barbell,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bent Over Barbell Row,Barbell,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Yates Row Reverse Grip,Barbell,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Pendlay Row,Barbell,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Straight Bar Bench Mid Rows,Barbell,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Barbell seal row,Barbell,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Yates Row,Barbell,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Plate Row,Barbell,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Barbell Deadlift Bent Row Complex,Barbell,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Single-Arm Landmine Row,Barbell,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
TBS T-Bar Row,Barbell,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
TBS Deficit Deadlift,Barbell,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bent-Over Barbell Row - Gethin Variation,Barbell,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Barbell bent-over row,Barbell,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
UN Barbell Rack Pull,Barbell,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
UN Barbell Scrape The Rack,Barbell,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Barbell deadlift bent-over row complex,Barbell,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30 Back Barbell Deadlift,Barbell,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30 Back Bent-Over Barbell Row,Barbell,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30 Back T-Bar Row,Barbell,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30 Back Underhand Bent-Over Barbell Row,Barbell,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Kettlebell alternating renegade row,Kettlebells,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Alternating Kettlebell Row,Kettlebells,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Two-Arm Kettlebell Row,Kettlebells,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Kettlebell bent-over row to clean,Kettlebells,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
UP Deficit Kettlebell Stiff-Legged Deadlift,Kettlebells,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FYR2 Dagger-Grip Double-Kettlebell Gorilla Row,Kettlebells,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FYR2 Double-Kettlebell Swing Clean,Kettlebells,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Single-arm kettlebell row-,Kettlebells,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FYR2 Ascending-Rep Swing-Squat Complex,Kettlebells,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
One-Arm Dumbbell Row,Dumbbell,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Incline dumbbell row,Dumbbell,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bent Over Two-Dumbbell Row With Palms In,Dumbbell,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Man-maker,Dumbbell,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Dumbbell bent-over row,Dumbbell,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Middle Back Shrug,Dumbbell,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Dumbbell pull-over to skullcrusher,Dumbbell,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Dumbbell Fix Single-Arm Dumbbell Row,Dumbbell,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Dumbbell Fix Bent-Over Dumbbell Row,Dumbbell,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Dumbbell Seal Row - Gethin Variation,Dumbbell,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Decline dumbbell chest fly,Dumbbell,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
TBS Bent-Over Dumbbell Row,Dumbbell,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
HM Alternating Bent-Over Quick Row,Dumbbell,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
